stop_id,stop_name,date,expected_departure,actual_departure,passenger_count
00113147,Bradshaw Street,2025-03-01,2025-03-01T16:03:00,2025-03-01T15:59:00,10
00261521,Elm Street,2025-03-01,2025-03-01T16:07:00,2025-03-01T16:09:00,31
00113264,Ocean Avenue,2025-03-01,2025-03-01T16:12:00,2025-03-01T16:09:00,20
00115521,Jump Street,2025-03-01,2025-03-01T16:15:00,2025-03-01T16:15:00,18
00311532,Fury Road,2025-03-01,2025-03-01T16:22:00,2025-03-01T16:27:00,14
00662113,Cloverfield Lane,2025-03-01,2025-03-01T16:41:00,2025-03-01T16:42:00,7
00113147,Bradshaw Street,2025-03-01,2025-03-01T17:03:00,2025-03-01T16:59:00,19
00261521,Elm Street,2025-03-01,2025-03-01T17:07:00,2025-03-01T17:07:00,16
00113264,Ocean Avenue,2025-03-01,2025-03-01T17:12:00,2025-03-01T17:13:00,18
00115521,Jump Street,2025-03-01,2025-03-01T17:15:00,2025-03-01T17:18:00,19
00311532,Fury Road,2025-03-01,2025-03-01T17:22:00,2025-03-01T17:28:00,9
00662113,Cloverfield Lane,2025-03-01,2025-03-01T17:41:00,2025-03-01T17:42:00,1
00113147,Bradshaw Street,2025-03-01,2025-03-01T18:03:00,2025-03-01T18:01:00,3
00261521,Elm Street,2025-03-01,2025-03-01T18:07:00,2025-03-01T18:07:00,32
00113264,Ocean Avenue,2025-03-01,2025-03-01T18:12:00,2025-03-01T18:11:00,13
00115521,Jump Street,2025-03-01,2025-03-01T18:15:00,2025-03-01T18:17:00,26
00311532,Fury Road,2025-03-01,2025-03-01T18:22:00,2025-03-01T18:23:00,9
00662113,Cloverfield Lane,2025-03-01,2025-03-01T18:41:00,2025-03-01T18:41:00,1
00113147,Bradshaw Street,2025-03-01,2025-03-01T19:03:00,2025-03-01T18:57:00,12
00261521,Elm Street,2025-03-01,2025-03-01T19:07:00,2025-03-01T19:08:00,14
00113264,Ocean Avenue,2025-03-01,2025-03-01T19:12:00,2025-03-01T19:11:00,8
00115521,Jump Street,2025-03-01,2025-03-01T19:15:00,2025-03-01T19:17:00,3
00311532,Fury Road,2025-03-01,2025-03-01T19:22:00,2025-03-01T19:26:00,0
00662113,Cloverfield Lane,2025-03-01,2025-03-01T19:41:00,2025-03-01T19:39:00,8
00113147,Bradshaw Street,2025-03-01,2025-03-01T20:03:00,2025-03-01T20:00:00,10
00261521,Elm Street,2025-03-01,2025-03-01T20:07:00,2025-03-01T20:12:00,8
00113264,Ocean Avenue,2025-03-01,2025-03-01T20:12:00,2025-03-01T20:11:00,10
00115521,Jump Street,2025-03-01,2025-03-01T20:15:00,2025-03-01T20:16:00,10
00311532,Fury Road,2025-03-01,2025-03-01T20:22:00,2025-03-01T20:28:00,1
00662113,Cloverfield Lane,2025-03-01,2025-03-01T20:41:00,2025-03-01T20:40:00,5
00113147,Bradshaw Street,2025-03-01,2025-03-01T21:03:00,2025-03-01T21:01:00,7
00261521,Elm Street,2025-03-01,2025-03-01T21:07:00,2025-03-01T21:06:00,28
00113264,Ocean Avenue,2025-03-01,2025-03-01T21:12:00,2025-03-01T21:12:00,13
00115521,Jump Street,2025-03-01,2025-03-01T21:15:00,2025-03-01T21:14:00,0
00311532,Fury Road,2025-03-01,2025-03-01T21:22:00,2025-03-01T21:29:00,5
00662113,Cloverfield Lane,2025-03-01,2025-03-01T21:41:00,2025-03-01T21:41:00,4
00113147,Bradshaw Street,2025-03-02,2025-03-02T06:03:00,2025-03-02T06:00:00,8
00261521,Elm Street,2025-03-02,2025-03-02T06:07:00,2025-03-02T06:02:00,0
00113264,Ocean Avenue,2025-03-02,2025-03-02T06:12:00,2025-03-02T06:12:00,18
00115521,Jump Street,2025-03-02,2025-03-02T06:15:00,2025-03-02T06:19:00,18
00311532,Fury Road,2025-03-02,2025-03-02T06:22:00,2025-03-02T06:27:00,3
00662113,Cloverfield Lane,2025-03-02,2025-03-02T06:41:00,2025-03-02T06:40:00,2
00113147,Bradshaw Street,2025-03-02,2025-03-02T07:03:00,2025-03-02T06:59:00,25
00261521,Elm Street,2025-03-02,2025-03-02T07:07:00,2025-03-02T07:09:00,60
00113264,Ocean Avenue,2025-03-02,2025-03-02T07:12:00,2025-03-02T07:13:00,32
00115521,Jump Street,2025-03-02,2025-03-02T07:15:00,2025-03-02T07:16:00,14
00311532,Fury Road,2025-03-02,2025-03-02T07:22:00,2025-03-02T07:25:00,7
00662113,Cloverfield Lane,2025-03-02,2025-03-02T07:41:00,2025-03-02T07:40:00,4
00113147,Bradshaw Street,2025-03-02,2025-03-02T08:03:00,2025-03-02T07:58:00,18
00261521,Elm Street,2025-03-02,2025-03-02T08:07:00,2025-03-02T08:07:00,24
00113264,Ocean Avenue,2025-03-02,2025-03-02T08:12:00,2025-03-02T08:13:00,24
00115521,Jump Street,2025-03-02,2025-03-02T08:15:00,2025-03-02T08:15:00,0
00311532,Fury Road,2025-03-02,2025-03-02T08:22:00,2025-03-02T08:24:00,6
00662113,Cloverfield Lane,2025-03-02,2025-03-02T08:41:00,2025-03-02T08:43:00,3
00113147,Bradshaw Street,2025-03-02,2025-03-02T09:03:00,2025-03-02T08:59:00,27
00261521,Elm Street,2025-03-02,2025-03-02T09:07:00,2025-03-02T09:08:00,30
00113264,Ocean Avenue,2025-03-02,2025-03-02T09:12:00,2025-03-02T09:13:00,21
00115521,Jump Street,2025-03-02,2025-03-02T09:15:00,2025-03-02T09:15:00,20
00311532,Fury Road,2025-03-02,2025-03-02T09:22:00,2025-03-02T09:24:00,12
00662113,Cloverfield Lane,2025-03-02,2025-03-02T09:41:00,2025-03-02T09:41:00,4
00113147,Bradshaw Street,2025-03-02,2025-03-02T10:03:00,2025-03-02T10:00:00,10
00261521,Elm Street,2025-03-02,2025-03-02T10:07:00,2025-03-02T10:11:00,22
00113264,Ocean Avenue,2025-03-02,2025-03-02T10:12:00,2025-03-02T10:11:00,13
00115521,Jump Street,2025-03-02,2025-03-02T10:15:00,2025-03-02T10:15:00,4
00311532,Fury Road,2025-03-02,2025-03-02T10:22:00,2025-03-02T10:29:00,1
00662113,Cloverfield Lane,2025-03-02,2025-03-02T10:41:00,2025-03-02T10:42:00,2
00113147,Bradshaw Street,2025-03-02,2025-03-02T11:03:00,2025-03-02T10:58:00,9
00261521,Elm Street,2025-03-02,2025-03-02T11:07:00,2025-03-02T11:04:00,30
00113264,Ocean Avenue,2025-03-02,2025-03-02T11:12:00,2025-03-02T11:12:00,15
00115521,Jump Street,2025-03-02,2025-03-02T11:15:00,2025-03-02T11:20:00,9
00311532,Fury Road,2025-03-02,2025-03-02T11:22:00,2025-03-02T11:28:00,7
00662113,Cloverfield Lane,2025-03-02,2025-03-02T11:41:00,2025-03-02T11:40:00,3
00113147,Bradshaw Street,2025-03-02,2025-03-02T12:03:00,2025-03-02T12:00:00,27
00261521,Elm Street,2025-03-02,2025-03-02T12:07:00,2025-03-02T12:08:00,0
00113264,Ocean Avenue,2025-03-02,2025-03-02T12:12:00,2025-03-02T12:11:00,13
00115521,Jump Street,2025-03-02,2025-03-02T12:15:00,2025-03-02T12:21:00,9
00311532,Fury Road,2025-03-02,2025-03-02T12:22:00,2025-03-02T12:26:00,8
00662113,Cloverfield Lane,2025-03-02,2025-03-02T12:41:00,2025-03-02T12:39:00,5
00113147,Bradshaw Street,2025-03-02,2025-03-02T13:03:00,2025-03-02T13:00:00,7
00261521,Elm Street,2025-03-02,2025-03-02T13:07:00,2025-03-02T13:10:00,16
00113264,Ocean Avenue,2025-03-02,2025-03-02T13:12:00,2025-03-02T13:14:00,14
00115521,Jump Street,2025-03-02,2025-03-02T13:15:00,2025-03-02T13:13:00,11
00311532,Fury Road,2025-03-02,2025-03-02T13:22:00,2025-03-02T13:26:00,8
00662113,Cloverfield Lane,2025-03-02,2025-03-02T13:41:00,2025-03-02T13:41:00,1
00113147,Bradshaw Street,2025-03-02,2025-03-02T14:03:00,2025-03-02T13:59:00,12
00261521,Elm Street,2025-03-02,2025-03-02T14:07:00,2025-03-02T14:05:00,14
00113264,Ocean Avenue,2025-03-02,2025-03-02T14:12:00,2025-03-02T14:13:00,11
00115521,Jump Street,2025-03-02,2025-03-02T14:15:00,2025-03-02T14:16:00,24
00311532,Fury Road,2025-03-02,2025-03-02T14:22:00,2025-03-02T14:28:00,6
00662113,Cloverfield Lane,2025-03-02,2025-03-02T14:41:00,2025-03-02T14:37:00,10
00113147,Bradshaw Street,2025-03-02,2025-03-02T15:03:00,2025-03-02T15:02:00,16
00261521,Elm Street,2025-03-02,2025-03-02T15:07:00,2025-03-02T15:12:00,22
00113264,Ocean Avenue,2025-03-02,2025-03-02T15:12:00,2025-03-02T15:11:00,0
00115521,Jump Street,2025-03-02,2025-03-02T15:15:00,2025-03-02T15:18:00,13
00311532,Fury Road,2025-03-02,2025-03-02T15:22:00,2025-03-02T15:23:00,11
00662113,Cloverfield Lane,2025-03-02,2025-03-02T15:41:00,2025-03-02T15:41:00,1
00113147,Bradshaw Street,2025-03-02,2025-03-02T16:03:00,2025-03-02T16:00:00,12
00261521,Elm Street,2025-03-02,2025-03-02T16:07:00,2025-03-02T16:07:00,30
00113264,Ocean Avenue,2025-03-02,2025-03-02T16:12:00,2025-03-02T16:10:00,31
00115521,Jump Street,2025-03-02,2025-03-02T16:15:00,2025-03-02T16:19:00,17
00311532,Fury Road,2025-03-02,2025-03-02T16:22:00,2025-03-02T16:26:00,6
00662113,Cloverfield Lane,2025-03-02,2025-03-02T16:41:00,2025-03-02T16:39:00,5
00113147,Bradshaw Street,2025-03-02,2025-03-02T17:03:00,2025-03-02T16:59:00,19
00261521,Elm Street,2025-03-02,2025-03-02T17:07:00,2025-03-02T17:07:00,14
00113264,Ocean Avenue,2025-03-02,2025-03-02T17:12:00,2025-03-02T17:10:00,13
00115521,Jump Street,2025-03-02,2025-03-02T17:15:00,2025-03-02T17:17:00,19
00311532,Fury Road,2025-03-02,2025-03-02T17:22:00,2025-03-02T17:28:00,14
00662113,Cloverfield Lane,2025-03-02,2025-03-02T17:41:00,2025-03-02T17:40:00,2
00113147,Bradshaw Street,2025-03-02,2025-03-02T18:03:00,2025-03-02T17:58:00,7
00261521,Elm Street,2025-03-02,2025-03-02T18:07:00,2025-03-02T18:09:00,23
00113264,Ocean Avenue,2025-03-02,2025-03-02T18:12:00,2025-03-02T18:10:00,17
00115521,Jump Street,2025-03-02,2025-03-02T18:15:00,2025-03-02T18:17:00,16
00311532,Fury Road,2025-03-02,2025-03-02T18:22:00,2025-03-02T18:24:00,1
00662113,Cloverfield Lane,2025-03-02,2025-03-02T18:41:00,2025-03-02T18:42:00,8
00113147,Bradshaw Street,2025-03-02,2025-03-02T19:03:00,2025-03-02T18:58:00,5
00261521,Elm Street,2025-03-02,2025-03-02T19:07:00,2025-03-02T19:11:00,16
00113264,Ocean Avenue,2025-03-02,2025-03-02T19:12:00,2025-03-02T19:13:00,15
00115521,Jump Street,2025-03-02,2025-03-02T19:15:00,2025-03-02T19:18:00,14
00311532,Fury Road,2025-03-02,2025-03-02T19:22:00,2025-03-02T19:27:00,0
00662113,Cloverfield Lane,2025-03-02,2025-03-02T19:41:00,2025-03-02T19:40:00,0
00113147,Bradshaw Street,2025-03-02,2025-03-02T20:03:00,2025-03-02T20:00:00,0
00261521,Elm Street,2025-03-02,2025-03-02T20:07:00,2025-03-02T20:07:00,26
00113264,Ocean Avenue,2025-03-02,2025-03-02T20:12:00,2025-03-02T20:11:00,8
00115521,Jump Street,2025-03-02,2025-03-02T20:15:00,2025-03-02T20:19:00,5
00311532,Fury Road,2025-03-02,2025-03-02T20:22:00,2025-03-02T20:26:00,4
00662113,Cloverfield Lane,2025-03-02,2025-03-02T20:41:00,2025-03-02T20:40:00,2
00113147,Bradshaw Street,2025-03-02,2025-03-02T21:03:00,2025-03-02T21:00:00,0
00261521,Elm Street,2025-03-02,2025-03-02T21:07:00,2025-03-02T21:05:00,10
00113264,Ocean Avenue,2025-03-02,2025-03-02T21:12:00,2025-03-02T21:12:00,13
00115521,Jump Street,2025-03-02,2025-03-02T21:15:00,2025-03-02T21:19:00,17
00311532,Fury Road,2025-03-02,2025-03-02T21:22:00,2025-03-02T21:26:00,9
00662113,Cloverfield Lane,2025-03-02,2025-03-02T21:41:00,2025-03-02T21:40:00,4
00113147,Bradshaw Street,2025-03-03,2025-03-03T06:03:00,2025-03-03T06:00:00,8
00261521,Elm Street,2025-03-03,2025-03-03T06:07:00,2025-03-03T06:07:00,23
00113264,Ocean Avenue,2025-03-03,2025-03-03T06:12:00,2025-03-03T06:13:00,23
00115521,Jump Street,2025-03-03,2025-03-03T06:15:00,2025-03-03T06:15:00,14
00311532,Fury Road,2025-03-03,2025-03-03T06:22:00,2025-03-03T06:24:00,2
00662113,Cloverfield Lane,2025-03-03,2025-03-03T06:41:00,2025-03-03T06:39:00,5
00113147,Bradshaw Street,2025-03-03,2025-03-03T07:03:00,2025-03-03T07:00:00,26
00261521,Elm Street,2025-03-03,2025-03-03T07:07:00,2025-03-03T07:07:00,52
00113264,Ocean Avenue,2025-03-03,2025-03-03T07:12:00,2025-03-03T07:14:00,33
00115521,Jump Street,2025-03-03,2025-03-03T07:15:00,2025-03-03T07:18:00,20
00311532,Fury Road,2025-03-03,2025-03-03T07:22:00,2025-03-03T07:27:00,12
00662113,Cloverfield Lane,2025-03-03,2025-03-03T07:41:00,2025-03-03T07:41:00,6
00113147,Bradshaw Street,2025-03-03,2025-03-03T08:03:00,2025-03-03T08:01:00,21
00261521,Elm Street,2025-03-03,2025-03-03T08:07:00,2025-03-03T08:08:00,60
00113264,Ocean Avenue,2025-03-03,2025-03-03T08:12:00,2025-03-03T08:11:00,36
00115521,Jump Street,2025-03-03,2025-03-03T08:15:00,2025-03-03T08:17:00,33
00311532,Fury Road,2025-03-03,2025-03-03T08:22:00,2025-03-03T08:28:00,11
00662113,Cloverfield Lane,2025-03-03,2025-03-03T08:41:00,2025-03-03T08:40:00,4
00113147,Bradshaw Street,2025-03-03,2025-03-03T09:03:00,2025-03-03T09:00:00,28
00261521,Elm Street,2025-03-03,2025-03-03T09:07:00,2025-03-03T09:10:00,60
00113264,Ocean Avenue,2025-03-03,2025-03-03T09:12:00,2025-03-03T09:12:00,38
00115521,Jump Street,2025-03-03,2025-03-03T09:15:00,2025-03-03T09:16:00,29
00311532,Fury Road,2025-03-03,2025-03-03T09:22:00,2025-03-03T09:23:00,9
00662113,Cloverfield Lane,2025-03-03,2025-03-03T09:41:00,2025-03-03T09:39:00,7
00113147,Bradshaw Street,2025-03-03,2025-03-03T10:03:00,2025-03-03T09:59:00,16
00261521,Elm Street,2025-03-03,2025-03-03T10:07:00,2025-03-03T10:09:00,30
00113264,Ocean Avenue,2025-03-03,2025-03-03T10:12:00,2025-03-03T10:09:00,15
00115521,Jump Street,2025-03-03,2025-03-03T10:15:00,2025-03-03T10:16:00,14
00311532,Fury Road,2025-03-03,2025-03-03T10:22:00,2025-03-03T10:24:00,12
00662113,Cloverfield Lane,2025-03-03,2025-03-03T10:41:00,2025-03-03T10:40:00,7
00113147,Bradshaw Street,2025-03-03,2025-03-03T11:03:00,2025-03-03T10:59:00,22
00261521,Elm Street,2025-03-03,2025-03-03T11:07:00,2025-03-03T11:10:00,21
00113264,Ocean Avenue,2025-03-03,2025-03-03T11:12:00,2025-03-03T11:13:00,20
00115521,Jump Street,2025-03-03,2025-03-03T11:15:00,2025-03-03T11:18:00,11
00311532,Fury Road,2025-03-03,2025-03-03T11:22:00,2025-03-03T11:27:00,6
00662113,Cloverfield Lane,2025-03-03,2025-03-03T11:41:00,2025-03-03T11:40:00,8
00113147,Bradshaw Street,2025-03-03,2025-03-03T12:03:00,2025-03-03T12:02:00,19
00261521,Elm Street,2025-03-03,2025-03-03T12:07:00,none,0
00113264,Ocean Avenue,2025-03-03,2025-03-03T12:12:00,2025-03-03T12:16:00,12
00115521,Jump Street,2025-03-03,2025-03-03T12:15:00,2025-03-03T12:18:00,7
00311532,Fury Road,2025-03-03,2025-03-03T12:22:00,2025-03-03T12:28:00,15
00662113,Cloverfield Lane,2025-03-03,2025-03-03T12:41:00,2025-03-03T12:41:00,11
00113147,Bradshaw Street,2025-03-03,2025-03-03T13:03:00,2025-03-03T12:58:00,13
00261521,Elm Street,2025-03-03,2025-03-03T13:07:00,2025-03-03T13:09:00,33
00113264,Ocean Avenue,2025-03-03,2025-03-03T13:12:00,2025-03-03T13:12:00,16
00115521,Jump Street,2025-03-03,2025-03-03T13:15:00,2025-03-03T13:17:00,19
00311532,Fury Road,2025-03-03,2025-03-03T13:22:00,2025-03-03T13:24:00,5
00662113,Cloverfield Lane,2025-03-03,2025-03-03T13:41:00,2025-03-03T13:40:00,9
00113147,Bradshaw Street,2025-03-03,2025-03-03T14:03:00,2025-03-03T13:56:00,15
00261521,Elm Street,2025-03-03,2025-03-03T14:07:00,2025-03-03T14:07:00,38
00113264,Ocean Avenue,2025-03-03,2025-03-03T14:12:00,2025-03-03T14:12:00,26
00115521,Jump Street,2025-03-03,2025-03-03T14:15:00,2025-03-03T14:16:00,19
00311532,Fury Road,2025-03-03,2025-03-03T14:22:00,2025-03-03T14:22:00,16
00662113,Cloverfield Lane,2025-03-03,2025-03-03T14:41:00,2025-03-03T14:39:00,7
00113147,Bradshaw Street,2025-03-03,2025-03-03T15:03:00,2025-03-03T15:00:00,10
00261521,Elm Street,2025-03-03,2025-03-03T15:07:00,2025-03-03T15:12:00,22
00113264,Ocean Avenue,2025-03-03,2025-03-03T15:12:00,2025-03-03T15:13:00,20
00115521,Jump Street,2025-03-03,2025-03-03T15:15:00,2025-03-03T15:15:00,0
00311532,Fury Road,2025-03-03,2025-03-03T15:22:00,2025-03-03T15:24:00,3
00662113,Cloverfield Lane,2025-03-03,2025-03-03T15:41:00,2025-03-03T15:41:00,6
00113147,Bradshaw Street,2025-03-03,2025-03-03T16:03:00,2025-03-03T15:59:00,14
00261521,Elm Street,2025-03-03,2025-03-03T16:07:00,2025-03-03T16:07:00,28
00113264,Ocean Avenue,2025-03-03,2025-03-03T16:12:00,2025-03-03T16:12:00,28
00115521,Jump Street,2025-03-03,2025-03-03T16:15:00,2025-03-03T16:13:00,42
00311532,Fury Road,2025-03-03,2025-03-03T16:22:00,2025-03-03T16:23:00,13
00662113,Cloverfield Lane,2025-03-03,2025-03-03T16:41:00,2025-03-03T16:41:00,10
00113147,Bradshaw Street,2025-03-03,2025-03-03T17:03:00,2025-03-03T17:00:00,20
00261521,Elm Street,2025-03-03,2025-03-03T17:07:00,2025-03-03T17:09:00,30
00113264,Ocean Avenue,2025-03-03,2025-03-03T17:12:00,2025-03-03T17:12:00,19
00115521,Jump Street,2025-03-03,2025-03-03T17:15:00,2025-03-03T17:22:00,35
00311532,Fury Road,2025-03-03,2025-03-03T17:22:00,2025-03-03T17:26:00,8
00662113,Cloverfield Lane,2025-03-03,2025-03-03T17:41:00,2025-03-03T17:38:00,4
00113147,Bradshaw Street,2025-03-03,2025-03-03T18:03:00,2025-03-03T18:01:00,18
00261521,Elm Street,2025-03-03,2025-03-03T18:07:00,2025-03-03T18:08:00,25
00113264,Ocean Avenue,2025-03-03,2025-03-03T18:12:00,2025-03-03T18:15:00,22
00115521,Jump Street,2025-03-03,2025-03-03T18:15:00,2025-03-03T18:17:00,19
00311532,Fury Road,2025-03-03,2025-03-03T18:22:00,2025-03-03T18:25:00,10
00662113,Cloverfield Lane,2025-03-03,2025-03-03T18:41:00,2025-03-03T18:40:00,4
00113147,Bradshaw Street,2025-03-03,2025-03-03T19:03:00,2025-03-03T18:58:00,6
00261521,Elm Street,2025-03-03,2025-03-03T19:07:00,2025-03-03T19:08:00,29
00113264,Ocean Avenue,2025-03-03,2025-03-03T19:12:00,2025-03-03T19:12:00,10
00115521,Jump Street,2025-03-03,2025-03-03T19:15:00,2025-03-03T19:17:00,4
00311532,Fury Road,2025-03-03,2025-03-03T19:22:00,2025-03-03T19:23:00,9
00662113,Cloverfield Lane,2025-03-03,2025-03-03T19:41:00,2025-03-03T19:39:00,7
00113147,Bradshaw Street,2025-03-03,2025-03-03T20:03:00,2025-03-03T20:03:00,24
00261521,Elm Street,2025-03-03,2025-03-03T20:07:00,2025-03-03T20:09:00,27
00113264,Ocean Avenue,2025-03-03,2025-03-03T20:12:00,2025-03-03T20:12:00,15
00115521,Jump Street,2025-03-03,2025-03-03T20:15:00,2025-03-03T20:18:00,15
00311532,Fury Road,2025-03-03,2025-03-03T20:22:00,2025-03-03T20:27:00,10
00662113,Cloverfield Lane,2025-03-03,2025-03-03T20:41:00,2025-03-03T20:38:00,8
00113147,Bradshaw Street,2025-03-03,2025-03-03T21:03:00,2025-03-03T21:00:00,9
00261521,Elm Street,2025-03-03,2025-03-03T21:07:00,2025-03-03T21:08:00,26
00113264,Ocean Avenue,2025-03-03,2025-03-03T21:12:00,2025-03-03T21:09:00,18
00115521,Jump Street,2025-03-03,2025-03-03T21:15:00,2025-03-03T21:19:00,0
00311532,Fury Road,2025-03-03,2025-03-03T21:22:00,2025-03-03T21:27:00,20
00662113,Cloverfield Lane,2025-03-03,2025-03-03T21:41:00,2025-03-03T21:40:00,0
00113147,Bradshaw Street,2025-03-04,2025-03-04T06:03:00,2025-03-04T06:01:00,7
00261521,Elm Street,2025-03-04,2025-03-04T06:07:00,2025-03-04T06:10:00,14
00113264,Ocean Avenue,2025-03-04,2025-03-04T06:12:00,2025-03-04T06:13:00,12
00115521,Jump Street,2025-03-04,2025-03-04T06:15:00,2025-03-04T06:20:00,15
00311532,Fury Road,2025-03-04,2025-03-04T06:22:00,2025-03-04T06:24:00,5
00662113,Cloverfield Lane,2025-03-04,2025-03-04T06:41:00,2025-03-04T06:42:00,6
00113147,Bradshaw Street,2025-03-04,2025-03-04T07:03:00,2025-03-04T07:01:00,19
00261521,Elm Street,2025-03-04,2025-03-04T07:07:00,2025-03-04T07:05:00,60
00113264,Ocean Avenue,2025-03-04,2025-03-04T07:12:00,2025-03-04T07:13:00,26
00115521,Jump Street,2025-03-04,2025-03-04T07:15:00,2025-03-04T07:17:00,27
00311532,Fury Road,2025-03-04,2025-03-04T07:22:00,2025-03-04T07:22:00,17
